0,1,5,2005,0
1,12,5,2005,0
2,12,5,2005,0
3,12,5,2005,0
4,12,5,2005,0
5,12,5,2005,0
6,12,5,2005,0
7,12,5,2005,0
8,12,5,2005,0
9,12,5,2005,0
10,12,5,2005,1
11,12,5,2005,1
12,12,5,2005,1
13,12,5,2005,1
14,12,5,2005,1
15,12,5,2005,1
16,12,5,2005,1
17,12,5,2005,1
18,12,5,2005,1
19,12,5,2005,1
20,12,5,2005,1
21,12,5,2005,1
22,12,5,2005,1
23,12,5,2005,0
0,1,6,2006,0
1,12,4,2005,0
2,12,4,2005,0
3,12,4,2005,0
4,12,4,2005,0
5,12,4,2005,0
6,12,4,2005,0
7,12,4,2005,1
8,12,4,2005,1
9,12,4,2005,1
10,12,4,2005,1
11,12,4,2005,1
12,12,4,2005,1
13,12,4,2005,1
14,12,4,2005,1
15,12,4,2005,1
16,12,4,2005,1
17,12,4,2005,1
18,12,4,2005,1
19,12,4,2005,1
20,12,4,2005,1
21,12,4,2005,1
22,12,4,2005,1
23,12,4,2005,1
0,12,5,2005,1
1,12,3,2005,0
2,12,3,2005,0
3,12,3,2005,0
4,12,3,2005,0
5,12,3,2005,0
6,12,3,2005,0
7,12,3,2005,1
8,12,3,2005,1
9,12,3,2005,1
10,12,3,2005,1
11,12,3,2005,1
12,12,3,2005,1
13,12,3,2005,1
14,12,3,2005,1
15,12,3,2005,1
16,12,3,2005,1
17,12,3,2005,1
18,12,3,2005,1
19,12,3,2005,1
20,12,3,2005,1
21,12,3,2005,1
22,12,3,2005,1
23,12,3,2005,1
0,12,4,2005,1
1,12,2,2005,0
2,12,2,2005,0
3,12,2,2005,0
4,12,2,2005,0
5,12,2,2005,0
6,12,2,2005,0
7,12,2,2005,1
8,12,2,2005,1
9,12,2,2005,1
10,12,2,2005,1
11,12,2,2005,1
12,12,2,2005,1
13,12,2,2005,1
14,12,2,2005,1
15,12,2,2005,1
16,12,2,2005,1
17,12,2,2005,1
18,12,2,2005,1
19,12,2,2005,1
20,12,2,2005,1
21,12,2,2005,1
22,12,2,2005,1
23,12,2,2005,1
0,12,3,2005,0
1,12,1,2005,0
2,12,1,2005,0
3,12,1,2005,0
4,12,1,2005,0
5,12,1,2005,0
6,12,1,2005,1
7,12,1,2005,1
8,12,1,2005,1
9,12,1,2005,1
10,12,1,2005,1
11,12,1,2005,1
12,12,1,2005,1
13,12,1,2005,1
14,12,1,2005,1
15,12,1,2005,1
16,12,1,2005,1
17,12,1,2005,1
18,12,1,2005,1
19,12,1,2005,1
20,12,1,2005,1
21,12,1,2005,1
22,12,1,2005,1
23,12,1,2005,1
0,12,2,2005,1
1,12,0,2005,0
2,12,0,2005,0
3,12,0,2005,0
4,12,0,2005,0
5,12,0,2005,0
6,12,0,2005,0
7,12,0,2005,0
8,12,0,2005,0
9,12,0,2005,1
10,12,0,2005,1
11,12,0,2005,1
12,12,0,2005,1
13,12,0,2005,1
14,12,0,2005,1
15,12,0,2005,1
16,12,0,2005,1
17,12,0,2005,1
18,12,0,2005,1
19,12,0,2005,1
20,12,0,2005,1
21,12,0,2005,1
22,12,0,2005,1
23,12,0,2005,1
